caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,breakup_year_combo,breakup_month_combo,got_married?_new
22526,22526_5,qualified,yes,201412.0,still together,,,,,no
23286,23286_5,qualified,yes,201412.0,still together,,,,,
25495,25495_5,disqualified,,,,,,,,
26315,26315_5,disqualified,,,,,,,,
27355,27355_5,disqualified,,,,,,,,
27695,27695_5,disqualified,,,,,,,,
28536,28536_5,qualified,yes,201412.0,still together,,,,,no
29584,29584_5,qualified,yes,201412.0,still together,,,,,
30393,30393_5,disqualified,,,,,,,,
31456,31456_5,qualified,no,,,,,,,
32656,32656_5,qualified,no,,,,,,,
33536,33536_5,qualified,yes,201412.0,broke up,,,2014.0,February,
34341,34341_5,qualified,yes,201412.0,still together,,,,,
35653,35653_5,disqualified,,,,,,,,
36493,36493_5,disqualified,,,,,,,,
37656,37656_5,disqualified,,,,,,,,
38895,38895_5,qualified,no,,,,,,,
39415,39415_5,disqualified,,,,,,,,
40335,40335_5,disqualified,,,,,,,,
41505,41505_5,disqualified,,,,,,,,
42645,42645_5,disqualified,,,,,,,,
43381,43381_5,qualified,no,,,,,,,
44486,44486_5,disqualified,,,,,,,,
45653,45653_5,disqualified,,,,,,,,
46746,46746_5,qualified,yes,201411.0,still together,,,,,
48225,48225_5,qualified,yes,201412.0,still together,,,,,
49731,49731_5,qualified,yes,201412.0,still together,,,,,
50605,50605_5,disqualified,,,,,,,,
51376,51376_5,disqualified,,,,,,,,
53436,53436_5,disqualified,,,,,,,,
54415,54415_5,disqualified,,,,,,,,
55365,55365_5,disqualified,,,,,,,,
55686,55686_5,qualified,no,,,,,,,
56536,56536_5,qualified,yes,201412.0,still together,,,,,no
57485,57485_5,disqualified,,,,,,,,
58295,58295_5,qualified,yes,201412.0,still together,,,,,
59265,59265_5,disqualified,,,,,,,,
60743,60743_5,disqualified,,,,,,,,
62283,62283_5,disqualified,,,,,,,,
63435,63435_5,disqualified,,,,,,,,
64331,64331_5,qualified,yes,201412.0,still together,,,,,
65446,65446_5,disqualified,,,,,,,,
66345,66345_5,disqualified,,,,,,,,
66484,66484_5,disqualified,,,,,,,,
67535,67535_5,disqualified,,,,,,,,
68546,68546_5,qualified,yes,201412.0,still together,,,,,
69311,69311_5,qualified,no,,,,,,,
70603,70603_5,disqualified,,,,,,,,
71523,71523_5,disqualified,,,,,,,,
72515,72515_5,disqualified,,,,,,,,
73603,73603_5,disqualified,,,,,,,,
74415,74415_5,disqualified,,,,,,,,
75621,75621_5,qualified,no,,,,,,,
75685,75685_5,disqualified,,,,,,,,
76832,76832_5,disqualified,,,,,,,,
77256,77256_5,qualified,no,,,,,,,
78351,78351_5,qualified,no,,,,,,,
79405,79405_5,disqualified,,,,,,,,
79731,79731_5,qualified,yes,201501.0,still together,,,,,
80656,80656_5,qualified,no,,,,,,,
81286,81286_5,qualified,yes,201412.0,still together,,,,,
82431,82431_5,qualified,no,,,,,,,
83431,83431_5,qualified,yes,201412.0,still together,,,,,
84485,84485_5,disqualified,,,,,,,,
85281,85281_5,qualified,no,,,,,,,
86591,86591_5,qualified,yes,201502.0,still together,,,,,
88205,88205_5,disqualified,,,,,,,,
89766,89766_5,qualified,yes,201502.0,still together,,,,,no
90315,90315_5,disqualified,,,,,,,,
92625,92625_5,disqualified,,,,,,,,
94431,94431_5,qualified,no,,,,,,,
95431,95431_5,qualified,no,,,,,,,
96335,96335_5,disqualified,,,,,,,,
97195,97195_5,disqualified,,,,,,,,
98306,98306_5,disqualified,,,,,,,,
99611,99611_5,qualified,no,,,,,,,
100331,100331_5,qualified,yes,201412.0,still together,,,,,
101533,101533_5,disqualified,,,,,,,,
102345,102345_5,disqualified,,,,,,,,
103545,103545_5,qualified,yes,201412.0,still together,,,,,no
104565,104565_5,disqualified,,,,,,,,
105515,105515_5,disqualified,,,,,,,,
106296,106296_5,disqualified,,,,,,,,
107255,107255_5,disqualified,,,,,,,,
108381,108381_5,qualified,no,,,,,,,
108501,108501_5,qualified,yes,201412.0,still together,,,,,
109706,109706_5,disqualified,,,,,,,,
110316,110316_5,qualified,yes,201412.0,still together,2014.0,February,,,yes
112646,112646_5,qualified,no,,,,,,,
113235,113235_5,qualified,yes,201412.0,broke up,,,2013.0,July,
114276,114276_5,qualified,yes,201412.0,still together,,,,,
115473,115473_5,disqualified,,,,,,,,
116271,116271_5,qualified,no,,,,,,,
117401,117401_5,qualified,yes,201412.0,still together,,,,,
119371,119371_5,qualified,yes,201412.0,still together,,,,,
119663,119663_5,qualified,no,,,,,,,
120456,120456_5,qualified,yes,201412.0,still together,,,,,
121515,121515_5,disqualified,,,,,,,,
122441,122441_5,qualified,no,,,,,,,
123405,123405_5,disqualified,,,,,,,,
125346,125346_5,disqualified,,,,,,,,
126231,126231_5,qualified,yes,201411.0,still together,,,,,
127425,127425_5,disqualified,,,,,,,,
128441,128441_5,qualified,yes,201412.0,still together,,,,,
129595,129595_5,disqualified,,,,,,,,
130266,130266_5,qualified,no,,,,,,,
131561,131561_5,qualified,no,,,,,,,
132505,132505_5,disqualified,,,,,,,,
133521,133521_5,qualified,no,,,,,,,
134275,134275_5,qualified,yes,201412.0,still together,,,,,
134461,134461_5,qualified,yes,201412.0,still together,,,,,
135736,135736_5,qualified,no,,,,,,,
136275,136275_5,qualified,no,,,,,,,
137215,137215_5,qualified,no,,,,,,,
138383,138383_5,disqualified,,,,,,,,
140511,140511_5,qualified,yes,201412.0,still together,,,,,
141843,141843_5,disqualified,,,,,,,,
142561,142561_5,qualified,no,,,,,,,
143746,143746_5,disqualified,,,,,,,,
144545,144545_5,disqualified,,,,,,,,
145611,145611_5,qualified,yes,201502.0,still together,,,,,
146405,146405_5,disqualified,,,,,,,,
147245,147245_5,disqualified,,,,,,,,
147525,147525_5,disqualified,,,,,,,,
149675,149675_5,disqualified,,,,,,,,
150411,150411_5,qualified,yes,201412.0,still together,,,,,
151506,151506_5,qualified,yes,201412.0,still together,,,,,
152762,152762_5,disqualified,,,,,,,,
153673,153673_5,disqualified,,,,,,,,
154531,154531_5,qualified,no,,,,,,,
155561,155561_5,qualified,yes,201502.0,still together,,,,,
156486,156486_5,qualified,yes,201412.0,still together,,,,,no
156535,156535_5,disqualified,,,,,,,,
157385,157385_5,disqualified,,,,,,,,
157421,157421_5,qualified,yes,201412.0,still together,,,,,
158261,158261_5,qualified,yes,201412.0,broke up,,,2014.0,July,
159285,159285_5,disqualified,,,,,,,,
161715,161715_5,disqualified,,,,,,,,
162521,162521_5,qualified,no,,,,,,,
163195,163195_5,qualified,yes,201412.0,still together,,,,,
164505,164505_5,disqualified,,,,,,,,
165625,165625_5,disqualified,,,,,,,,
166381,166381_5,qualified,yes,201412.0,still together,,,,,
167245,167245_5,disqualified,,,,,,,,
168646,168646_5,qualified,yes,201411.0,still together,,,,,
171391,171391_5,qualified,yes,201411.0,still together,,,,,
172291,172291_5,qualified,yes,201412.0,still together,,,,,
173205,173205_5,disqualified,,,,,,,,
173671,173671_5,qualified,yes,201412.0,still together,,,,,
174603,174603_5,qualified,no,,,,,,,
175455,175455_5,disqualified,,,,,,,,
176495,176495_5,qualified,no,,,,,,,
177386,177386_5,disqualified,,,,,,,,
178295,178295_5,disqualified,,,,,,,,
179461,179461_5,qualified,yes,201411.0,still together,,,,,
180415,180415_5,disqualified,,,,,,,,
181403,181403_5,qualified,no,,,,,,,
183655,183655_5,disqualified,,,,,,,,
185405,185405_5,qualified,yes,201411.0,still together,,,,,no
187511,187511_5,qualified,yes,201412.0,still together,,,,,
188395,188395_5,disqualified,,,,,,,,
189411,189411_5,qualified,yes,201411.0,still together,,,,,
190215,190215_5,disqualified,,,,,,,,
191546,191546_5,disqualified,,,,,,,,
192341,192341_5,qualified,yes,201411.0,still together,,,,,
193446,193446_5,qualified,no,,,,,,,
194441,194441_5,qualified,yes,201503.0,still together,,,,,
196851,196851_5,qualified,no,,,,,,,
197486,197486_5,qualified,no,,,,,,,
198383,198383_5,disqualified,,,,,,,,
199261,199261_5,qualified,yes,201411.0,broke up,,,,,
201665,201665_5,disqualified,,,,,,,,
202631,202631_5,qualified,yes,201412.0,still together,,,,,
203505,203505_5,disqualified,,,,,,,,
203562,203562_5,disqualified,,,,,,,,
204561,204561_5,qualified,yes,201502.0,still together,,,,,
205421,205421_5,qualified,yes,201411.0,still together,,,,,
206541,206541_5,qualified,no,,,,,,,
207225,207225_5,disqualified,,,,,,,,
208762,208762_5,disqualified,,,,,,,,
209345,209345_5,disqualified,,,,,,,,
210425,210425_5,disqualified,,,,,,,,
211571,211571_5,qualified,yes,201412.0,still together,,,,,
211655,211655_5,disqualified,,,,,,,,
212505,212505_5,disqualified,,,,,,,,
213802,213802_5,disqualified,,,,,,,,
214591,214591_5,qualified,yes,201411.0,still together,,,,,
217365,217365_5,disqualified,,,,,,,,
218426,218426_5,disqualified,,,,,,,,
219265,219265_5,qualified,no,,,,,,,
220411,220411_5,qualified,yes,201411.0,still together,,,,,
221225,221225_5,disqualified,,,,,,,,
222281,222281_5,qualified,yes,201412.0,still together,,,,,
224425,224425_5,qualified,yes,201412.0,still together,,,,,no
225411,225411_5,qualified,yes,201412.0,still together,,,,,
225516,225516_5,qualified,yes,201412.0,still together,,,,,no
226381,226381_5,qualified,yes,201412.0,still together,,,,,
227542,227542_5,disqualified,,,,,,,,
228741,228741_5,disqualified,,,,,,,,
229666,229666_5,qualified,no,,,,,,,
230271,230271_5,qualified,no,,,,,,,
230651,230651_5,disqualified,,,,,,,,
231421,231421_5,qualified,no,,,,,,,
232595,232595_5,disqualified,,,,,,,,
233441,233441_5,qualified,no,,,,,,,
234565,234565_5,disqualified,,,,,,,,
236195,236195_5,disqualified,,,,,,,,
236456,236456_5,qualified,no,,,,,,,
237565,237565_5,disqualified,,,,,,,,
238685,238685_5,disqualified,,,,,,,,
239561,239561_5,qualified,yes,201412.0,still together,,,,,
240325,240325_5,disqualified,,,,,,,,
241415,241415_5,disqualified,,,,,,,,
242355,242355_5,qualified,no,,,,,,,
244431,244431_5,qualified,yes,201412.0,still together,,,,,
245671,245671_5,qualified,no,,,,,,,
246531,246531_5,qualified,no,,,,,,,
247475,247475_5,disqualified,,,,,,,,
248795,248795_5,disqualified,,,,,,,,
249441,249441_5,qualified,yes,201412.0,still together,,,,,
250325,250325_5,disqualified,,,,,,,,
250546,250546_5,qualified,yes,201412.0,still together,,,,,
251822,251822_5,disqualified,,,,,,,,
252235,252235_5,disqualified,,,,,,,,
253483,253483_5,disqualified,,,,,,,,
254236,254236_5,disqualified,,,,,,,,
255375,255375_5,qualified,no,,,,,,,
256593,256593_5,disqualified,,,,,,,,
256696,256696_5,qualified,yes,201412.0,still together,,,,,
257822,257822_5,disqualified,,,,,,,,
259495,259495_5,disqualified,,,,,,,,
260461,260461_5,qualified,no,,,,,,,
261591,261591_5,qualified,no,,,,,,,
262566,262566_5,qualified,yes,201412.0,still together,,,,,
263445,263445_5,disqualified,,,,,,,,
264703,264703_5,disqualified,,,,,,,,
266436,266436_5,qualified,no,,,,,,,
267361,267361_5,qualified,yes,201412.0,still together,,,,,
268742,268742_5,disqualified,,,,,,,,
269331,269331_5,qualified,no,,,,,,,
270225,270225_5,disqualified,,,,,,,,
271623,271623_5,qualified,yes,201412.0,still together,,,,,no
272616,272616_5,qualified,yes,201412.0,still together,,,,,no
273431,273431_5,qualified,yes,201412.0,still together,,,,,
273651,273651_5,qualified,no,,,,,,,
274536,274536_5,qualified,no,,,,,,,
275653,275653_5,qualified,yes,201502.0,partner deceased,,,,,
277391,277391_5,qualified,no,,,,,,,
278413,278413_5,disqualified,,,,,,,,
279534,279534_5,qualified,no,,,,,,,
280593,280593_5,disqualified,,,,,,,,
282691,282691_5,qualified,yes,201502.0,still together,,,,,
283386,283386_5,qualified,yes,201412.0,still together,,,,,
284426,284426_5,disqualified,,,,,,,,
285261,285261_5,qualified,no,,,,,,,
286556,286556_5,qualified,yes,201412.0,still together,,,,,no
287496,287496_5,qualified,no,,,,,,,
288666,288666_5,qualified,yes,201502.0,still together,,,,,
289486,289486_5,disqualified,,,,,,,,
290531,290531_5,qualified,no,,,,,,,
291286,291286_5,qualified,no,,,,,,,
291505,291505_5,disqualified,,,,,,,,
292615,292615_5,disqualified,,,,,,,,
293336,293336_5,qualified,no,,,,,,,
294475,294475_5,disqualified,,,,,,,,
295531,295531_5,qualified,no,,,,,,,
296851,296851_5,qualified,yes,201412.0,still together,,,,,
297285,297285_5,disqualified,,,,,,,,
298551,298551_5,qualified,yes,201412.0,still together,,,,,
299605,299605_5,disqualified,,,,,,,,
300455,300455_5,disqualified,,,,,,,,
301251,301251_5,disqualified,,,,,,,,
301675,301675_5,disqualified,,,,,,,,
302475,302475_5,disqualified,,,,,,,,
303195,303195_5,qualified,no,,,,,,,
304561,304561_5,qualified,yes,201412.0,still together,,,,,
305321,305321_5,qualified,no,,,,,,,
306336,306336_5,qualified,no,,,,,,,
307423,307423_5,disqualified,,,,,,,,
307461,307461_5,qualified,yes,201411.0,still together,,,,,
308205,308205_5,disqualified,,,,,,,,
309276,309276_5,disqualified,,,,,,,,
310675,310675_5,disqualified,,,,,,,,
311251,311251_5,qualified,no,,,,,,,
312373,312373_5,disqualified,,,,,,,,
312623,312623_5,disqualified,,,,,,,,
313592,313592_5,disqualified,,,,,,,,
314341,314341_5,qualified,no,,,,,,,
315205,315205_5,disqualified,,,,,,,,
316653,316653_5,disqualified,,,,,,,,
320631,320631_5,qualified,yes,201502.0,still together,,,,,
321421,321421_5,qualified,no,,,,,,,
322421,322421_5,qualified,yes,201412.0,still together,,,,,
323481,323481_5,qualified,no,,,,,,,
326341,326341_5,qualified,yes,201412.0,still together,,,,,
327685,327685_5,disqualified,,,,,,,,
328341,328341_5,qualified,no,,,,,,,
329551,329551_5,qualified,no,,,,,,,
330496,330496_5,qualified,no,,,,,,,
331691,331691_5,disqualified,,,,,,,,
332401,332401_5,qualified,no,,,,,,,
333541,333541_5,disqualified,,,,,,,,
334655,334655_5,disqualified,,,,,,,,
335326,335326_5,qualified,no,,,,,,,
336205,336205_5,disqualified,,,,,,,,
337581,337581_5,qualified,no,,,,,,,
338546,338546_5,qualified,no,,,,,,,
341391,341391_5,disqualified,,,,,,,,
341605,341605_5,disqualified,,,,,,,,
342596,342596_5,qualified,yes,201411.0,still together,,,,,
343421,343421_5,qualified,yes,201412.0,still together,,,,,
344396,344396_5,qualified,yes,201412.0,still together,,,,,no
344595,344595_5,disqualified,,,,,,,,
345315,345315_5,disqualified,,,,,,,,
345491,345491_5,disqualified,,,,,,,,
346371,346371_5,qualified,no,,,,,,,
347716,347716_5,qualified,no,,,,,,,
348456,348456_5,qualified,yes,201503.0,still together,,,,,no
349425,349425_5,disqualified,,,,,,,,
350771,350771_5,qualified,no,,,,,,,
351405,351405_5,disqualified,,,,,,,,
352336,352336_5,qualified,no,,,,,,,
353285,353285_5,qualified,no,,,,,,,
354331,354331_5,qualified,yes,201412.0,still together,,,,,
355771,355771_5,qualified,no,,,,,,,
356755,356755_5,disqualified,,,,,,,,
358321,358321_5,qualified,yes,201411.0,still together,,,,,
359511,359511_5,qualified,yes,201502.0,still together,,,,,
360291,360291_5,qualified,no,,,,,,,
360533,360533_5,disqualified,,,,,,,,
361593,361593_5,qualified,yes,201412.0,still together,,,,,no
362491,362491_5,qualified,yes,201412.0,still together,,,,,
363761,363761_5,qualified,no,,,,,,,
364365,364365_5,qualified,no,,,,,,,
365575,365575_5,disqualified,,,,,,,,
366663,366663_5,disqualified,,,,,,,,
367471,367471_5,qualified,yes,201412.0,still together,,,,,
368611,368611_5,qualified,yes,201412.0,still together,,,,,
370682,370682_5,disqualified,,,,,,,,
370713,370713_5,disqualified,,,,,,,,
371551,371551_5,qualified,no,,,,,,,
371555,371555_5,disqualified,,,,,,,,
372265,372265_5,disqualified,,,,,,,,
373513,373513_5,disqualified,,,,,,,,
374391,374391_5,qualified,no,,,,,,,
375351,375351_5,qualified,no,,,,,,,
375486,375486_5,qualified,yes,201501.0,still together,2013.0,August,,,yes
376545,376545_5,disqualified,,,,,,,,
378221,378221_5,qualified,yes,201501.0,still together,,,,,
379781,379781_5,disqualified,,,,,,,,
380351,380351_5,disqualified,,,,,,,,
381295,381295_5,disqualified,,,,,,,,
382683,382683_5,disqualified,,,,,,,,
383281,383281_5,qualified,yes,201412.0,still together,,,,,
383463,383463_5,disqualified,,,,,,,,
384435,384435_5,disqualified,,,,,,,,
385491,385491_5,qualified,yes,201412.0,broke up,,,,,
386546,386546_5,qualified,no,,,,,,,
386583,386583_5,disqualified,,,,,,,,
387205,387205_5,disqualified,,,,,,,,
388731,388731_5,qualified,yes,201412.0,still together,,,,,
389541,389541_5,qualified,yes,201412.0,still together,,,,,
390431,390431_5,qualified,yes,201412.0,still together,,,,,
392315,392315_5,disqualified,,,,,,,,
392341,392341_5,qualified,no,,,,,,,
393591,393591_5,qualified,yes,201412.0,still together,,,,,
394765,394765_5,disqualified,,,,,,,,
396291,396291_5,qualified,yes,201412.0,still together,,,,,
399361,399361_5,qualified,no,,,,,,,
401561,401561_5,disqualified,,,,,,,,
404645,404645_5,disqualified,,,,,,,,
405782,405782_5,qualified,no,,,,,,,
406672,406672_5,disqualified,,,,,,,,
407802,407802_5,disqualified,,,,,,,,
408642,408642_5,disqualified,,,,,,,,
409345,409345_5,disqualified,,,,,,,,
412281,412281_5,disqualified,,,,,,,,
413606,413606_5,qualified,yes,201411.0,still together,,,,,
414721,414721_5,qualified,yes,201412.0,still together,,,,,
415812,415812_5,disqualified,,,,,,,,
416465,416465_5,disqualified,,,,,,,,
417833,417833_5,disqualified,,,,,,,,
419535,419535_5,disqualified,,,,,,,,
420285,420285_5,qualified,yes,201412.0,still together,,,,,no
421436,421436_5,qualified,no,,,,,,,
422485,422485_5,qualified,yes,201412.0,still together,,,,,no
423411,423411_5,qualified,no,,,,,,,
425381,425381_5,qualified,yes,201412.0,still together,,,,,
426245,426245_5,disqualified,,,,,,,,
427821,427821_5,qualified,no,,,,,,,
428395,428395_5,disqualified,,,,,,,,
429306,429306_5,qualified,yes,201411.0,still together,,,,,
430623,430623_5,disqualified,,,,,,,,
431851,431851_5,qualified,no,,,,,,,
432411,432411_5,qualified,yes,201412.0,still together,,,,,
433481,433481_5,qualified,no,,,,,,,
434455,434455_5,disqualified,,,,,,,,
435535,435535_5,disqualified,,,,,,,,
436712,436712_5,disqualified,,,,,,,,
437831,437831_5,qualified,no,,,,,,,
438615,438615_5,disqualified,,,,,,,,
439271,439271_5,qualified,no,,,,,,,
440811,440811_5,qualified,no,,,,,,,
441341,441341_5,qualified,yes,201412.0,still together,,,,,
442336,442336_5,disqualified,,,,,,,,
443301,443301_5,qualified,yes,201412.0,still together,,,,,
444371,444371_5,qualified,no,,,,,,,
445591,445591_5,qualified,no,,,,,,,
447445,447445_5,disqualified,,,,,,,,
448326,448326_5,disqualified,,,,,,,,
449566,449566_5,qualified,no,,,,,,,
450291,450291_5,qualified,no,,,,,,,
451325,451325_5,disqualified,,,,,,,,
452446,452446_5,qualified,yes,201412.0,still together,2014.0,January,,,yes
453361,453361_5,qualified,yes,201412.0,still together,,,,,
454456,454456_5,disqualified,,,,,,,,
455601,455601_5,qualified,no,,,,,,,
456692,456692_5,disqualified,,,,,,,,
458621,458621_5,qualified,no,,,,,,,
459505,459505_5,disqualified,,,,,,,,
461511,461511_5,qualified,yes,201502.0,still together,,,,,
463603,463603_5,disqualified,,,,,,,,
464712,464712_5,disqualified,,,,,,,,
465386,465386_5,disqualified,,,,,,,,
466852,466852_5,qualified,no,,,,,,,
467563,467563_5,disqualified,,,,,,,,
468225,468225_5,disqualified,,,,,,,,
469391,469391_5,disqualified,,,,,,,,
470261,470261_5,qualified,yes,201412.0,still together,,,,,
471426,471426_5,qualified,yes,201412.0,still together,,,,,
472431,472431_5,disqualified,,,,,,,,
473812,473812_5,disqualified,,,,,,,,
474365,474365_5,disqualified,,,,,,,,
475485,475485_5,qualified,no,,,,,,,
477274,477274_5,disqualified,,,,,,,,
478561,478561_5,qualified,yes,201502.0,still together,,,,,
479603,479603_5,disqualified,,,,,,,,
480501,480501_5,qualified,no,,,,,,,
481445,481445_5,disqualified,,,,,,,,
482435,482435_5,disqualified,,,,,,,,
483591,483591_5,qualified,no,,,,,,,
484581,484581_5,qualified,yes,201412.0,still together,,,,,
487225,487225_5,disqualified,,,,,,,,
488693,488693_5,disqualified,,,,,,,,
489621,489621_5,qualified,no,,,,,,,
490291,490291_5,qualified,no,,,,,,,
491772,491772_5,disqualified,,,,,,,,
492215,492215_5,disqualified,,,,,,,,
493702,493702_5,disqualified,,,,,,,,
494215,494215_5,qualified,yes,201412.0,still together,2013.0,April,,,yes
496215,496215_5,qualified,yes,201412.0,still together,,,,,no
497295,497295_5,qualified,yes,201412.0,still together,,,,,
499271,499271_5,qualified,no,,,,,,,
500403,500403_5,disqualified,,,,,,,,
501306,501306_5,qualified,yes,201412.0,broke up,,,2013.0,October,
502721,502721_5,qualified,yes,201502.0,still together,,,,,
503922,503922_5,disqualified,,,,,,,,
504385,504385_5,disqualified,,,,,,,,
505381,505381_5,qualified,no,,,,,,,
506515,506515_5,disqualified,,,,,,,,
507491,507491_5,qualified,yes,201412.0,still together,,,,,
508361,508361_5,qualified,no,,,,,,,
509391,509391_5,qualified,yes,201412.0,still together,,,,,
511386,511386_5,qualified,yes,201412.0,still together,,,,,
512356,512356_5,qualified,yes,201502.0,still together,2013.0,Refused,,,yes
513831,513831_5,qualified,no,,,,,,,
515281,515281_5,disqualified,,,,,,,,
516446,516446_5,qualified,no,,,,,,,
517455,517455_5,disqualified,,,,,,,,
518481,518481_5,qualified,no,,,,,,,
519343,519343_5,disqualified,,,,,,,,
520581,520581_5,qualified,yes,201412.0,still together,,,,,
521565,521565_5,disqualified,,,,,,,,
522543,522543_5,disqualified,,,,,,,,
523401,523401_5,disqualified,,,,,,,,
524471,524471_5,qualified,yes,201502.0,still together,,,,,
525291,525291_5,disqualified,,,,,,,,
526701,526701_5,qualified,yes,201412.0,still together,,,,,
527611,527611_5,qualified,yes,201412.0,still together,,,,,
528245,528245_5,disqualified,,,,,,,,
531265,531265_5,qualified,no,,,,,,,
532341,532341_5,qualified,no,,,,,,,
533831,533831_5,disqualified,,,,,,,,
534575,534575_5,disqualified,,,,,,,,
535331,535331_5,qualified,yes,201412.0,still together,,,,,
536205,536205_5,disqualified,,,,,,,,
537563,537563_5,disqualified,,,,,,,,
538571,538571_5,qualified,no,,,,,,,
540435,540435_5,qualified,no,,,,,,,
541261,541261_5,qualified,yes,201501.0,still together,,,,,
542711,542711_5,qualified,yes,201502.0,still together,,,,,
543641,543641_5,qualified,no,,,,,,,
544235,544235_5,disqualified,,,,,,,,
545326,545326_5,disqualified,,,,,,,,
546195,546195_5,qualified,no,,,,,,,
547235,547235_5,disqualified,,,,,,,,
548505,548505_5,disqualified,,,,,,,,
549235,549235_5,disqualified,,,,,,,,
550195,550195_5,disqualified,,,,,,,,
551782,551782_5,disqualified,,,,,,,,
552391,552391_5,qualified,no,,,,,,,
553481,553481_5,qualified,yes,201412.0,still together,,,,,
554226,554226_5,qualified,no,,,,,,,
555401,555401_5,qualified,no,,,,,,,
556351,556351_5,disqualified,,,,,,,,
557215,557215_5,disqualified,,,,,,,,
558672,558672_5,disqualified,,,,,,,,
559772,559772_5,disqualified,,,,,,,,
560882,560882_5,disqualified,,,,,,,,
561504,561504_5,qualified,no,,,,,,,
562485,562485_5,disqualified,,,,,,,,
563456,563456_5,qualified,yes,201412.0,still together,,,,,no
564405,564405_5,qualified,no,,,,,,,
565505,565505_5,disqualified,,,,,,,,
566581,566581_5,qualified,yes,201412.0,still together,,,,,
567481,567481_5,qualified,yes,201412.0,still together,2013.0,November,,,yes
568563,568563_5,disqualified,,,,,,,,
569215,569215_5,qualified,yes,201412.0,still together,,,,,
570541,570541_5,qualified,yes,201412.0,still together,,,,,
571671,571671_5,qualified,yes,201411.0,still together,,,,,
572225,572225_5,disqualified,,,,,,,,
573381,573381_5,disqualified,,,,,,,,
576461,576461_5,qualified,no,,,,,,,
577531,577531_5,qualified,yes,201412.0,still together,,,,,
578381,578381_5,qualified,yes,201411.0,still together,,,,,
579591,579591_5,qualified,no,,,,,,,
580281,580281_5,qualified,yes,201411.0,still together,,,,,
581391,581391_5,qualified,yes,201412.0,still together,,,,,
582561,582561_5,qualified,no,,,,,,,
584543,584543_5,disqualified,,,,,,,,
585403,585403_5,disqualified,,,,,,,,
586275,586275_5,disqualified,,,,,,,,
587291,587291_5,qualified,no,,,,,,,
588205,588205_5,disqualified,,,,,,,,
589613,589613_5,disqualified,,,,,,,,
591385,591385_5,qualified,yes,201412.0,still together,,,,,
593511,593511_5,qualified,no,,,,,,,
594631,594631_5,qualified,no,,,,,,,
595611,595611_5,disqualified,,,,,,,,
596591,596591_5,qualified,yes,201412.0,still together,,,,,
597341,597341_5,disqualified,,,,,,,,
598215,598215_5,disqualified,,,,,,,,
599531,599531_5,qualified,yes,201412.0,still together,,,,,
600571,600571_5,qualified,yes,201412.0,still together,,,,,
601241,601241_5,qualified,no,,,,,,,
602406,602406_5,disqualified,,,,,,,,
603205,603205_5,disqualified,,,,,,,,
604521,604521_5,qualified,yes,201412.0,still together,,,,,
605792,605792_5,disqualified,,,,,,,,
606225,606225_5,qualified,yes,201412.0,still together,2014.0,February,,,yes
608385,608385_5,disqualified,,,,,,,,
609701,609701_5,qualified,no,,,,,,,
610321,610321_5,disqualified,,,,,,,,
611351,611351_5,qualified,yes,201412.0,still together,,,,,
612291,612291_5,qualified,yes,201411.0,still together,,,,,
613781,613781_5,qualified,no,,,,,,,
615255,615255_5,disqualified,,,,,,,,
617501,617501_5,qualified,yes,201412.0,still together,,,,,
618655,618655_5,disqualified,,,,,,,,
619451,619451_5,qualified,yes,201412.0,still together,,,,,
620565,620565_5,qualified,no,,,,,,,
622641,622641_5,qualified,yes,201412.0,still together,,,,,
623493,623493_5,disqualified,,,,,,,,
624536,624536_5,qualified,yes,201411.0,still together,,,,,
625435,625435_5,disqualified,,,,,,,,
626255,626255_5,qualified,yes,201412.0,still together,,,,,
627533,627533_5,disqualified,,,,,,,,
628841,628841_5,disqualified,,,,,,,,
629205,629205_5,disqualified,,,,,,,,
630534,630534_5,disqualified,,,,,,,,
631265,631265_5,disqualified,,,,,,,,
632473,632473_5,disqualified,,,,,,,,
633631,633631_5,qualified,yes,201412.0,still together,,,,,
634595,634595_5,disqualified,,,,,,,,
635411,635411_5,qualified,yes,201411.0,still together,,,,,
636631,636631_5,qualified,yes,201412.0,still together,,,,,
637503,637503_5,disqualified,,,,,,,,
638635,638635_5,disqualified,,,,,,,,
639211,639211_5,disqualified,,,,,,,,
640596,640596_5,qualified,no,,,,,,,
641454,641454_5,disqualified,,,,,,,,
643545,643545_5,disqualified,,,,,,,,
644573,644573_5,disqualified,,,,,,,,
645922,645922_5,disqualified,,,,,,,,
646613,646613_5,disqualified,,,,,,,,
648586,648586_5,qualified,no,,,,,,,
649295,649295_5,disqualified,,,,,,,,
650616,650616_5,qualified,no,,,,,,,
651701,651701_5,qualified,no,,,,,,,
652271,652271_5,qualified,no,,,,,,,
653573,653573_5,qualified,no,,,,,,,
654431,654431_5,qualified,yes,201412.0,still together,,,,,
655505,655505_5,disqualified,,,,,,,,
656225,656225_5,qualified,no,,,,,,,
657761,657761_5,qualified,yes,201502.0,still together,,,,,
658356,658356_5,qualified,yes,201412.0,still together,,,,,
660391,660391_5,qualified,yes,201412.0,still together,,,,,
661466,661466_5,qualified,yes,201412.0,still together,2013.0,December,,,yes
662732,662732_5,disqualified,,,,,,,,
663872,663872_5,disqualified,,,,,,,,
664501,664501_5,qualified,yes,201412.0,still together,,,,,
